$GPGGA,150233.000,4758.1007,N,00124.0338,W,1,07,1.5,73.0,M,48.1,M,,0000*75
$GPGGA,150234.000,4758.1007,N,00124.0338,W,1,07,1.5,73.0,M,48.1,M,,0000*72
$GPGGA,150235.000,4758.1008,N,00124.0339,W,1,07,1.5,73.0,M,48.1,M,,0000*7D
$GPGGA,150236.000,4758.1008,N,00124.0339,W,1,07,1.5,73.1,M,48.1,M,,0000*7F
$GPGGA,150237.000,4758.1009,N,00124.0339,W,1,07,1.5,73.1,M,48.1,M,,0000*7F
$GPGGA,150238.000,4758.1010,N,00124.0340,W,1,07,1.5,73.1,M,48.1,M,,0000*76
$GPGGA,150239.000,4758.1010,N,00124.0340,W,1,07,1.5,73.2,M,48.1,M,,0000*74
$GPGGA,150240.000,4758.1011,N,00124.0341,W,1,07,1.5,73.2,M,48.1,M,,0000*7A
$GPGGA,150241.000,4758.1012,N,00124.0341,W,1,07,1.5,73.3,M,48.1,M,,0000*79
$GPGGA,150242.000,4758.1012,N,00124.0342,W,1,07,1.5,73.3,M,48.1,M,,0000*79
$GPGGA,150243.000,4758.1013,N,00124.0342,W,1,07,1.5,73.3,M,48.1,M,,0000*79
$GPGGA,150244.000,4758.1014,N,00124.0342,W,1,07,1.5,73.4,M,48.1,M,,0000*7E
$GPGGA,150245.000,4758.1014,N,00124.0343,W,1,07,1.5,73.4,M,48.1,M,,0000*7E
$GPGGA,150246.000,4758.1015,N,00124.0343,W,1,07,1.5,73.5,M,48.1,M,,0000*7D
$GPGGA,150247.000,4758.1016,N,00124.0344,W,1,07,1.5,73.5,M,48.1,M,,0000*78
$GPGGA,150248.000,4758.1016,N,00124.0344,W,1,07,1.5,73.5,M,48.1,M,,0000*77
$GPGGA,150249.000,4758.1017,N,00124.0345,W,1,07,1.5,73.6,M,48.1,M,,0000*75
$GPGGA,150250.000,4758.1017,N,00124.0345,W,1,07,1.5,73.6,M,48.1,M,,0000*7D
